CustomerID,Total_Revenue,Total_Orders,Total_Quantity,Segment
15351,19496.4864,24,2160,High Value
15353,848.59696,4,20,Low Value
15356,9227.70631,58,701,High Value
15358,10850.261550000001,69,283,High Value
15361,472.88304000000005,5,7,Low Value
15363,1220.95742,2,25,Medium Value
15365,1888.2884800000002,9,16,Medium Value
15366,1068.1692600000001,6,45,Medium Value
15370,111.23664,2,8,Low Value
15373,2418.85775,16,229,Medium Value
15379,10261.41116,62,477,High Value
15380,349.43886,1,7,Low Value
15384,1519.7704,13,167,Medium Value
15392,1350.47531,10,35,Medium Value
15394,2368.90033,15,48,Medium Value
15395,907.27048,6,11,Low Value
15415,6741.637920000001,38,61,High Value
15421,573.86942,2,38,Low Value
15422,302.93604,4,6,Low Value
15426,6701.776,33,440,High Value
15443,3470.2198200000003,24,68,High Value
15447,605.7925600000001,5,44,Low Value
15448,4658.829280000001,21,54,High Value
15454,1681.61248,11,113,Medium Value
15456,1265.74224,12,30,Medium Value
15460,6801.26051,33,274,High Value
15464,14201.679220000002,68,839,High Value
15465,1468.04998,11,88,Medium Value
15468,8.6312,1,1,Low Value
15482,319.06914,5,63,Low Value
15485,2605.64525,12,330,Medium Value
15497,1674.8563400000003,9,14,Medium Value
15498,10770.2999,85,511,High Value
15502,4060.24019,22,395,High Value
15503,3805.75392,39,397,High Value
15510,34.58536,1,1,Low Value
15512,159.93408,4,12,Low Value
15513,4811.302900000001,18,386,High Value
15514,6878.024810000001,52,526,High Value
15518,4405.121300000001,28,152,High Value
15525,8285.80488,36,417,High Value
15527,2762.0740200000005,17,41,Medium Value
15529,7120.54249,42,330,High Value
15532,5166.126749999999,29,92,High Value
15535,3348.60592,30,63,High Value
15544,2205.28618,15,35,Medium Value
15545,3415.40608,12,92,High Value
15547,7577.25456,48,357,High Value
15549,8444.1656,33,260,High Value
15555,6415.260620000001,49,240,High Value
15562,84.21000000000002,1,1,Low Value
15563,1281.6801600000001,6,26,Medium Value
15569,279.2108,1,50,Low Value
15570,16137.944309999999,57,835,High Value
15574,13285.42984,64,491,High Value
15579,3430.0780000000004,18,35,High Value
15581,3187.5373400000003,17,139,High Value
15587,645.1080000000002,2,35,Low Value
15589,1138.98279,6,57,Medium Value
15596,3149.29991,18,242,High Value
15601,17398.62501,88,1653,High Value
15602,1395.00576,12,20,Medium Value
15605,2334.111,9,21,Medium Value
15606,466.92107999999996,4,14,Low Value
15607,873.41744,6,17,Low Value
15611,108.61456,1,3,Low Value
15615,3974.83824,20,403,High Value
15620,1186.74832,13,53,Medium Value
15626,925.30936,7,30,Low Value
15628,1791.4244800000001,14,23,Medium Value
15640,10761.432700000001,47,754,High Value
15641,1139.89046,7,38,Medium Value
15646,1833.29454,13,37,Medium Value
15649,76.77799999999999,2,2,Low Value
15658,5682.31252,17,160,High Value
15660,669.78096,6,15,Low Value
15661,1261.8000000000002,5,8,Medium Value
15664,313.84099999999995,1,150,Low Value
15673,2022.29111,17,182,Medium Value
15680,2562.6901900000003,14,75,Medium Value
15687,4741.9536800000005,22,430,High Value
15689,1040.63216,2,182,Medium Value
15694,2621.74112,12,85,Medium Value
15696,3156.3045700000002,28,59,High Value
15708,8727.937880000001,47,551,High Value
15713,1104.1578800000002,5,21,Medium Value
15716,2466.61508,22,76,Medium Value
15719,15507.182200000001,95,796,High Value
15723,3850.0215300000004,22,85,High Value
15727,6494.880880000001,37,750,High Value
15732,352.72468,4,5,Low Value
15738,2315.5088800000003,15,88,Medium Value
15749,588.152,5,8,Low Value
15750,1854.6357600000001,12,41,Medium Value
15752,1750.05577,8,92,Medium Value
15759,125.05959999999999,1,4,Low Value
15769,906.59902,6,36,Low Value
15777,545.19264,6,11,Low Value
15780,1550.8733900000002,9,19,Medium Value
15781,599.7804199999998,3,10,Low Value
15789,1904.63896,13,45,Medium Value
15797,194.055,1,1,Low Value
15799,983.6212800000001,8,32,Medium Value
15805,1855.73332,6,250,Medium Value
15808,24017.1775,123,889,High Value
15811,1284.09248,12,33,Medium Value
15812,347.56500000000005,2,2,Low Value
15820,1845.87426,9,137,Medium Value
15822,868.16836,6,86,Low Value
15823,756.9466100000001,9,20,Low Value
15827,3056.154,22,38,High Value
15831,916.4869799999999,3,54,Low Value
15834,124.4332,1,6,Low Value
15835,660.82288,5,26,Low Value
15838,474.97214,5,19,Low Value
15841,181.48313000000002,5,9,Low Value
15845,5155.74592,7,373,High Value
15854,2297.6797800000004,14,38,Medium Value
15856,4329.808690000001,32,96,High Value
15858,2895.57616,18,107,Medium Value
15860,1929.52608,10,179,Medium Value
15862,9727.81582,40,332,High Value
15864,1106.3628800000001,8,11,Medium Value
15867,11898.000750000001,78,307,High Value
15880,14097.20744,46,1060,High Value
15881,3438.31381,19,87,High Value
15882,2300.74824,11,109,Medium Value
15885,24.510659999999998,1,1,Low Value
15889,8807.40536,37,583,High Value
15894,3333.1988,25,119,High Value
15898,4065.31305,38,73,High Value
15899,308.17420000000004,4,9,Low Value
15910,5486.694560000001,28,302,High Value
15916,3957.56332,27,76,High Value
15919,4068.7238,24,401,High Value
15922,726.3414600000001,6,17,Low Value
15923,2264.5064,14,26,Medium Value
15938,1065.21,4,8,Medium Value
15939,967.59902,7,58,Low Value
15940,19.06284,1,2,Low Value
15945,537.8703800000001,2,111,Low Value
15950,1828.81988,12,210,Medium Value
15953,2063.48366,11,45,Medium Value
15955,3529.0753600000003,15,169,High Value
15965,1764.69932,9,191,Medium Value
15967,2931.3832800000005,15,80,Medium Value
15971,332.61582,3,4,Low Value
15973,343.87712999999997,3,29,Low Value
15981,112.63356999999999,2,5,Low Value
15983,6453.382610000001,38,447,High Value
15984,643.42834,5,18,Low Value
15987,249.09936,3,14,Low Value
15996,1050.50629,9,44,Medium Value
15998,8563.037,48,516,High Value
16003,1506.5671200000002,9,120,Medium Value
16010,3550.49128,14,331,High Value
16011,5908.762430000001,33,79,High Value
16013,470.77836,8,15,Low Value
16016,6167.48078,33,482,High Value
16019,1036.77296,9,37,Medium Value
16029,5088.65874,31,142,High Value
16030,2955.0095499999998,21,45,Medium Value
16033,8820.91309,50,493,High Value
16034,301.00376,2,82,Low Value
16037,867.0799900000001,7,109,Low Value
16042,574.5232000000001,5,14,Low Value
16043,1120.86788,8,24,Medium Value
16048,1454.6870800000002,5,13,Medium Value
16059,2510.16417,21,181,Medium Value
16062,646.1687400000001,5,7,Low Value
16065,7793.1003200000005,39,110,High Value
16081,2455.1343699999998,14,216,Medium Value
16083,547.04448,8,64,Low Value
16085,2317.26108,12,140,Medium Value
16086,673.7906800000001,5,8,Low Value
16094,30.58736,1,2,Low Value
16098,920.4001800000001,5,13,Low Value
16109,607.75325,3,5,Low Value
16110,10450.78708,69,252,High Value
16112,971.7060000000001,5,15,Medium Value
16122,915.79459,8,24,Low Value
16124,869.6980800000001,8,23,Low Value
16125,1403.0982600000002,11,21,Medium Value
16133,1269.0218200000002,7,20,Medium Value
16134,2013.52728,12,76,Medium Value
16138,14.7928,1,1,Low Value
16140,1019.4395200000001,6,28,Medium Value
16143,2826.15077,12,71,Medium Value
16145,2421.0867700000003,17,63,Medium Value
16150,2420.0677,14,98,Medium Value
16153,1180.20476,7,11,Medium Value
16156,1569.5518499999998,13,20,Medium Value
16161,10168.16358,64,341,High Value
16163,156.15929999999997,4,5,Low Value
16168,506.56376000000006,3,70,Low Value
16186,877.0397300000001,2,50,Low Value
16191,1502.2779,15,53,Medium Value
16202,841.24432,7,27,Low Value
16203,1661.60858,11,22,Medium Value
16206,1493.71012,11,117,Medium Value
16210,3580.67484,20,65,High Value
16218,3942.1708200000003,17,40,High Value
16221,982.2266,4,199,Medium Value
16222,12129.938360000002,71,336,High Value
16233,658.25746,6,24,Low Value
16235,806.5408600000001,7,10,Low Value
16241,6522.600670000001,30,324,High Value
16244,5873.345850000001,28,90,High Value
16250,2100.39446,8,20,Medium Value
16252,1729.7311600000003,12,29,Medium Value
16255,4717.45963,24,104,High Value
16262,601.44,2,7,Low Value
16265,3032.3207500000003,10,143,High Value
16270,4660.99467,23,303,High Value
16271,660.26326,4,21,Low Value
16274,7270.69081,32,469,High Value
16279,163.86896000000002,2,3,Low Value
16282,851.0709,8,17,Low Value
16293,637.72452,7,16,Low Value
16303,2261.21752,14,114,Medium Value
16306,478.96038,7,19,Low Value
16315,294.6056,4,16,Low Value
16316,1958.4357,17,27,Medium Value
16321,248.8328,2,58,Low Value
16326,1953.7851600000001,14,70,Medium Value
16327,8903.12448,54,195,High Value
16333,458.03515000000004,1,6,Low Value
16350,1063.12534,13,29,Medium Value
16351,359.76372000000003,2,10,Low Value
16353,878.11451,9,21,Low Value
16359,87.31512,4,5,Low Value
16365,446.57882,6,14,Low Value
16367,1465.98648,14,40,Medium Value
16378,1411.98461,9,18,Medium Value
16385,974.29416,9,42,Medium Value
16387,53.704139999999995,2,4,Low Value
16393,1384.5313600000002,13,202,Medium Value
16395,5695.57894,39,215,High Value
16401,653.77263,10,23,Low Value
16402,6503.26576,27,163,High Value
16403,781.892,3,36,Low Value
16405,49.56971999999999,1,4,Low Value
16407,1225.6107200000001,10,23,Medium Value
16409,4644.741760000001,30,118,High Value
16411,904.35856,10,77,Low Value
16419,823.72869,7,28,Low Value
16422,4354.54476,27,503,High Value
16424,17.28906,1,1,Low Value
16442,4984.235720000001,29,58,High Value
16455,1690.08256,13,138,Medium Value
16456,7294.87772,42,264,High Value
16458,556.0024000000001,5,72,Low Value
16470,2226.14864,20,130,Medium Value
16473,401.65488000000005,4,57,Low Value
16477,4728.91006,30,129,High Value
16493,147.5144,1,7,Low Value
16496,5346.350640000001,31,74,High Value
16497,3087.6387000000004,10,332,High Value
16499,1993.7206400000002,13,43,Medium Value
16500,15.062399999999998,1,1,Low Value
16503,4383.22354,26,322,High Value
16510,2141.45198,10,22,Medium Value
16515,2169.99804,16,139,Medium Value
16519,106.40027999999998,1,6,Low Value
16520,7887.301810000001,32,184,High Value
16523,1847.4775200000001,18,47,Medium Value
16525,3029.1724400000003,27,43,High Value
16531,1435.96124,9,83,Medium Value
16532,17.151,1,1,Low Value
16539,3479.4368400000003,14,123,High Value
16546,1677.47478,11,18,Medium Value
16549,1631.3505200000002,15,68,Medium Value
16550,3128.91255,22,155,High Value
16551,634.6098400000001,8,20,Low Value
16552,480.24172,4,7,Low Value
16553,6307.04298,5,265,High Value
16554,480.89423999999997,1,29,Low Value
16556,1377.4216000000001,9,25,Medium Value
16558,3588.8730400000004,28,108,High Value
16560,1963.31922,10,158,Medium Value
16565,95.01320000000001,2,11,Low Value
16567,2071.018,14,36,Medium Value
16570,1605.50758,11,30,Medium Value
16579,254.3049,1,5,Low Value
16583,2025.5102200000001,5,708,Medium Value
16593,7.7243,1,1,Low Value
16596,95.71872,3,16,Low Value
16600,1056.5881200000001,1,289,Medium Value
16607,743.6986400000001,8,37,Low Value
16612,2477.19845,14,88,Medium Value
16618,5180.329170000001,24,59,High Value
16634,1100.131,6,10,Medium Value
16638,301.54146,3,50,Low Value
16654,594.1281200000001,5,27,Low Value
16655,2270.3236800000004,13,419,Medium Value
16656,178.67346,6,19,Low Value
16658,807.9892199999999,7,11,Low Value
16660,42.84618,1,6,Low Value
16665,965.3150400000001,5,69,Low Value
16670,3313.27435,25,277,High Value
16676,972.5721900000001,8,50,Medium Value
16679,101.8581,1,5,Low Value
16684,4810.79481,33,134,High Value
16686,8627.44353,51,123,High Value
16700,4059.4148800000003,24,83,High Value
16701,1332.84568,9,28,Medium Value
16705,2857.0272999999997,28,313,Medium Value
16710,4231.5042,28,330,High Value
16711,16.72974,1,1,Low Value
16713,9502.076770000001,49,566,High Value
16714,10365.481520000001,47,233,High Value
16716,46.90792,1,1,Low Value
16717,1131.3932100000002,8,52,Medium Value
16718,4267.669000000001,28,68,High Value
16719,5761.37733,34,236,High Value
16722,2371.49449,22,49,Medium Value
16725,10752.22587,67,851,High Value
16726,803.8061600000001,8,97,Low Value
16727,3865.81561,21,245,High Value
16730,3239.09202,9,23,High Value
16735,3168.4921600000002,26,139,High Value
16743,2139.23249,13,184,Medium Value
16745,4651.99882,28,90,High Value
16746,2740.33588,27,74,Medium Value
16748,1784.64328,9,56,Medium Value
16752,1020.26484,4,16,Medium Value
16754,149.43154,2,2,Low Value
16755,1566.1791200000002,7,22,Medium Value
16757,915.45834,6,10,Low Value
16767,5949.519840000001,26,100,High Value
16770,8774.86787,45,127,High Value
16771,10030.392100000001,57,377,High Value
16775,2532.11666,19,42,Medium Value
16779,5104.36805,36,456,High Value
16781,2116.2907,14,23,Medium Value
16782,9728.08653,61,1376,High Value
16791,3112.4348800000002,17,78,High Value
16795,5265.321790000001,32,284,High Value
16805,3613.1699200000003,31,207,High Value
16810,35.5944,1,1,Low Value
16812,1770.93152,7,52,Medium Value
16814,7293.68587,36,318,High Value
16816,2533.31428,16,24,Medium Value
16817,1640.08382,13,94,Medium Value
16833,1486.83792,8,67,Medium Value
16835,274.49793999999997,1,12,Low Value
16839,1678.1175700000001,10,53,Medium Value
16843,1475.2639000000001,8,99,Medium Value
16850,1428.26424,13,28,Medium Value
16858,623.1208600000001,2,14,Low Value
16861,38.0934,1,10,Low Value
16863,1036.0081,5,297,Medium Value
16873,3202.9256400000004,43,200,High Value
16875,3133.3460400000004,17,113,High Value
16882,215.44000000000003,1,2,Low Value
16883,2156.4696000000004,11,22,Medium Value
16885,3320.84805,23,190,High Value
16889,4660.84168,20,979,High Value
16891,7906.7624000000005,37,372,High Value
16892,47.23855999999999,1,4,Low Value
16893,3302.81308,31,98,High Value
16897,3437.1735200000003,19,34,High Value
16898,3054.38027,11,127,High Value
16899,797.0840000000001,9,21,Low Value
16904,5430.45532,44,234,High Value
16905,1009.42064,5,28,Medium Value
16907,3810.2355700000003,19,469,High Value
16912,899.5545400000001,5,30,Low Value
16916,3482.62964,23,110,High Value
16918,2424.04512,10,108,Medium Value
16919,6805.92687,34,969,High Value
16923,14385.25912,59,1052,High Value
16926,557.0672000000001,6,17,Low Value
16927,36.42736,1,9,Low Value
16928,1595.1015,5,94,Medium Value
16931,10920.036890000001,54,388,High Value
16938,1748.10825,9,21,Medium Value
16943,1528.17624,10,25,Medium Value
16945,1239.64706,7,32,Medium Value
16948,557.8620999999999,4,57,Low Value
16949,751.5505600000001,4,8,Low Value
16950,137.31,2,4,Low Value
16954,376.79848000000004,5,42,Low Value
16955,1274.00536,12,20,Medium Value
16983,1232.76968,10,42,Medium Value
16985,3562.33278,17,543,High Value
16992,48.96124,2,4,Low Value
16995,25.11686,1,1,Low Value
16996,317.45561999999995,4,35,Low Value
16997,622.05436,5,22,Low Value
17001,1653.99694,18,153,Medium Value
17007,1086.7777,8,185,Medium Value
17017,6762.51424,42,253,High Value
17018,538.50802,5,7,Low Value
17019,7138.235420000001,46,170,High Value
17025,1137.7283,5,10,Medium Value
17026,142.89232,3,3,Low Value
17027,3254.4276800000002,18,55,High Value
17033,369.26794,4,8,Low Value
17035,1431.1339,8,27,Medium Value
17041,677.65824,4,22,Low Value
17044,56.797219999999996,1,3,Low Value
17048,1150.58112,7,23,Medium Value
17059,8545.683840000002,69,153,High Value
17062,6035.78586,34,266,High Value
17064,3216.3491599999998,9,349,High Value
17068,5796.97313,38,104,High Value
17069,2517.9042400000003,14,51,Medium Value
17071,1099.72954,8,19,Medium Value
17075,434.70774,6,22,Low Value
17076,1106.9117400000002,5,11,Medium Value
17082,529.79418,11,58,Low Value
17085,5915.3955000000005,39,552,High Value
17090,104.64258000000002,2,2,Low Value
17091,3496.9189699999997,20,111,High Value
17094,1871.70802,8,97,Medium Value
17095,695.3053600000001,5,18,Low Value
17097,5582.85312,29,158,High Value
17105,4026.42384,27,64,High Value
17114,2585.2967200000003,11,119,Medium Value
17118,1798.2880800000003,7,135,Medium Value
17126,6272.725200000001,28,328,High Value
17128,915.49144,6,157,Low Value
17135,1469.3631200000002,6,14,Medium Value
17146,2010.80656,6,210,Medium Value
17147,775.57822,8,49,Low Value
17158,1978.2003200000001,16,26,Medium Value
17179,1803.3161599999999,8,164,Medium Value
17180,5595.7114,32,202,High Value
17181,338.15038,2,3,Low Value
17188,3234.2531200000003,27,192,High Value
17189,3589.50978,19,359,High Value
17191,6894.89013,36,401,High Value
17194,1455.53112,13,141,Medium Value
17198,9443.315,44,966,High Value
17204,361.5300000000001,3,3,Low Value
17211,4798.06371,25,385,High Value
17213,3675.8877600000005,20,134,High Value
17214,1616.73626,15,46,Medium Value
17218,7480.22822,59,231,High Value
17220,7096.370800000001,38,190,High Value
17223,6514.228010000001,27,905,High Value
17226,1917.01927,13,175,Medium Value
17227,261.35425,3,14,Low Value
17228,3858.81605,25,68,High Value
17230,5549.85099,39,101,High Value
17231,6520.84086,36,461,High Value
17235,1878.8879000000002,7,14,Medium Value
17236,2514.71084,15,254,Medium Value
17238,9719.12441,51,280,High Value
17239,2415.76868,14,26,Medium Value
17243,5640.21338,36,107,High Value
17251,1944.94368,22,277,Medium Value
17256,822.91884,7,20,Low Value
17259,5148.9541500000005,32,152,High Value
17262,22.4743,1,3,Low Value
17277,4490.56523,29,231,High Value
17284,6381.41596,49,322,High Value
17287,2083.56562,9,126,Medium Value
17288,1238.77056,5,53,Medium Value
17291,99.90100000000001,1,1,Low Value
17293,2023.8634100000002,15,50,Medium Value
17303,2653.3328800000004,21,86,Medium Value
17306,202.65262,5,9,Low Value
17307,26.37978,1,1,Low Value
17311,3504.4805600000004,19,31,High Value
17314,3095.2320600000003,15,71,High Value
17315,7552.7231,51,358,High Value
17320,1557.79684,11,116,Medium Value
17324,1582.5481000000002,7,632,Medium Value
17329,2386.4144800000004,9,31,Medium Value
17334,1320.73744,7,15,Medium Value
17337,30141.51379,139,1448,High Value
17338,6778.460080000001,56,422,High Value
17339,47.788799999999995,1,8,Low Value
17340,11316.950420000001,61,502,High Value
17341,12638.03958,65,768,High Value
17343,1207.69242,8,117,Medium Value
17346,3179.90366,21,185,High Value
17356,1581.29248,14,21,Medium Value
17358,4962.383500000001,26,59,High Value
17362,782.9063,6,14,Low Value
17364,2083.1731600000003,16,68,Medium Value
17365,4433.910400000001,29,770,High Value
17368,2921.7597000000005,22,73,Medium Value
17371,1212.85064,4,15,Medium Value
17372,8041.87772,39,259,High Value
17373,1917.3409600000002,9,46,Medium Value
17375,3600.27268,25,109,High Value
17376,573.8359,5,18,Low Value
17377,4008.8563,28,133,High Value
17381,2481.20593,14,28,Medium Value
17389,2374.8614000000002,14,138,Medium Value
17392,6157.42745,34,98,High Value
17396,43.36314,2,3,Low Value
17400,6998.49033,17,305,High Value
17402,2205.4431200000004,13,214,Medium Value
17404,3977.7246600000003,33,101,High Value
17406,7262.49164,47,573,High Value
17411,181.94368000000003,2,16,Low Value
17412,2040.5017,14,79,Medium Value
17418,912.13442,7,45,Low Value
17419,1991.8231600000001,18,54,Medium Value
17420,590.04788,5,8,Low Value
17428,2333.51024,20,89,Medium Value
17430,1307.1000000000001,3,10,Medium Value
17431,6113.24232,26,164,High Value
17442,249.5259,1,7,Low Value
17446,672.14265,3,9,Low Value
17449,5873.09591,38,886,High Value
17450,3024.8804800000003,23,267,Medium Value
17454,872.47047,7,13,Low Value
17456,994.5796500000001,7,71,Medium Value
17457,760.69028,5,10,Low Value
17460,541.45782,6,12,Low Value
17463,9579.29792,57,186,High Value
17470,1105.27464,6,14,Medium Value
17491,321.03621999999996,7,21,Low Value
17496,265.17091,4,11,Low Value
17504,2274.1833,14,42,Medium Value
17507,4795.15411,33,57,High Value
17511,16563.93483,106,847,High Value
17515,2836.52298,14,106,Medium Value
17517,850.81273,8,12,Low Value
17519,1586.2407,9,106,Medium Value
17524,261.61152,1,97,Low Value
17525,367.94173,4,14,Low Value
17526,573.13349,6,19,Low Value
17530,5739.6174200000005,29,249,High Value
17540,343.324,2,39,Low Value
17547,173.05294,2,2,Low Value
17548,604.2439400000001,4,10,Low Value
17551,2371.49006,17,457,Medium Value
17552,1246.35554,2,162,Medium Value
17555,3724.194,23,186,High Value
17560,182.02840999999998,2,4,Low Value
17567,2708.24687,6,107,Medium Value
17569,1730.6440000000002,14,40,Medium Value
17572,459.8788,2,23,Low Value
17576,6064.84702,25,312,High Value
17580,4437.18288,26,91,High Value
17581,5299.11206,39,105,High Value
17585,3388.7706900000003,17,709,High Value
17591,5836.27923,42,133,High Value
17593,927.39009,11,35,Low Value
17596,4225.40991,28,338,High Value
17602,9889.37947,56,409,High Value
17604,3164.91251,19,35,High Value
17609,6184.40396,33,442,High Value
17611,17067.184110000002,104,458,High Value
17616,98.13000000000001,1,1,Low Value
17618,2539.82708,22,175,Medium Value
17619,5220.296469999999,46,285,High Value
17621,2296.7572800000003,12,25,Medium Value
17629,1053.4911200000001,9,16,Medium Value
17633,19.20774,1,1,Low Value
17634,4473.591780000001,24,465,High Value
17643,629.48752,4,9,Low Value
17644,20.43258,1,1,Low Value
17646,984.6298600000001,5,91,Medium Value
17655,312.74456,5,16,Low Value
17659,1658.71928,6,239,Medium Value
17671,432.6393,1,36,Low Value
17672,4080.97269,19,55,High Value
17673,7805.429220000001,38,71,High Value
17674,388.11861,5,14,Low Value
17675,4597.96406,26,267,High Value
17676,1406.90888,3,52,Medium Value
17677,3297.2367400000003,28,132,High Value
17682,1271.0556900000001,6,182,Medium Value
17685,2986.30937,22,143,Medium Value
17690,6651.29784,38,564,High Value
17691,576.95366,6,40,Low Value
17692,2324.31422,15,44,Medium Value
17696,1289.55114,4,9,Medium Value
17700,57.25926,2,3,Low Value
17702,591.8583000000001,3,57,Low Value
17706,2038.76611,18,165,Medium Value
17707,40.62592,1,3,Low Value
17708,2559.2407599999997,16,492,Medium Value
17714,567.30336,6,12,Low Value
17720,46.96574,1,1,Low Value
17722,6049.82081,49,146,High Value
17730,1062.84158,6,286,Medium Value
17732,2050.58322,11,127,Medium Value
17735,6737.97536,28,163,High Value
17739,726.6991200000001,2,177,Low Value
17742,1137.9539200000002,8,108,Medium Value
17744,2169.80426,17,93,Medium Value
17752,127.66,1,2,Low Value
17757,8950.464380000001,56,538,High Value
17760,952.24692,7,14,Low Value
17769,4268.669140000001,23,269,High Value
17771,1838.08016,9,29,Medium Value
17786,2026.1779200000003,10,180,Medium Value
17787,6215.358020000001,41,113,High Value
17790,1913.2739900000001,15,46,Medium Value
17796,9110.265360000001,46,108,High Value
17799,9807.7805,60,458,High Value
17800,606.6588800000001,7,76,Low Value
17802,900.1755800000001,5,39,Low Value
17809,832.9764,3,178,Low Value
17811,11729.1839,76,428,High Value
17812,1883.10886,11,42,Medium Value
17816,2011.1273699999997,2,96,Medium Value
17819,1354.57984,4,16,Medium Value
17820,335.00013999999993,1,61,Low Value
17827,8092.980100000001,51,403,High Value
17838,4936.78258,16,96,High Value
17841,49397.24444,263,2626,High Value
17848,255.51064,5,31,Low Value
17849,1309.28912,2,24,Medium Value
17850,37847.29341,177,1133,High Value
17855,1577.7803800000002,9,45,Medium Value
17857,529.55793,4,7,Low Value
17858,4351.9241600000005,28,893,High Value
17860,3022.12016,30,109,Medium Value
17861,915.3847600000001,6,12,Low Value
17862,855.17412,8,13,Low Value
17863,3384.6005,23,53,High Value
17865,4680.7564,23,213,High Value
17869,750.80304,6,17,Low Value
17870,46.511739999999996,1,1,Low Value
17873,1277.46416,4,41,Medium Value
17880,2015.3095600000001,10,46,Medium Value
17884,8066.9957,54,241,High Value
17888,988.86816,7,67,Medium Value
17889,1130.2007,9,15,Medium Value
17890,7878.062010000001,40,431,High Value
17894,9677.972950000001,56,284,High Value
17897,6204.48568,33,208,High Value
17905,1861.7600300000001,10,42,Medium Value
17908,5966.6152600000005,32,192,High Value
17912,2018.0914,19,153,Medium Value
17913,1012.8644400000001,12,60,Medium Value
17917,2600.00432,17,47,Medium Value
17920,11695.482610000001,64,939,High Value
17924,290.49351,4,5,Low Value
17925,27.304579999999998,1,1,Low Value
17929,223.3486,2,2,Low Value
17937,1036.76276,11,27,Medium Value
17949,75.26412,2,3,Low Value
17950,7181.1733,19,208,High Value
17951,892.25486,8,60,Low Value
17954,6115.647800000001,39,175,High Value
17961,11094.35213,29,398,High Value
17964,4707.92994,23,88,High Value
17965,4951.87892,45,224,High Value
17967,4529.39252,26,328,High Value
17968,9130.321310000001,31,1202,High Value
17969,146.21568,3,8,Low Value
17975,12350.71644,35,1397,High Value
17976,5883.52736,33,165,High Value
17978,626.14119,4,20,Low Value
17980,607.1341,7,26,Low Value
17988,1606.65,11,53,Medium Value
17990,1050.3174800000002,8,35,Medium Value
17999,4313.24891,17,295,High Value
18004,3040.074,18,386,High Value
18008,504.35460000000006,5,44,Low Value
18011,1795.8951200000001,13,34,Medium Value
18016,2930.7909600000003,23,111,Medium Value
18017,22.65656,1,1,Low Value
18032,63.936800000000005,3,5,Low Value
18037,473.27756000000005,7,43,Low Value
18041,16308.27209,95,716,High Value
18043,4413.93618,28,292,High Value
18044,759.58112,3,8,Low Value
18050,596.9521199999999,5,105,Low Value
18055,8368.07927,50,242,High Value
18061,1259.1641400000003,6,13,Medium Value
18062,136.92262,3,5,Low Value
18065,1857.9230600000003,17,28,Medium Value
18069,4652.45266,33,220,High Value
18071,665.46054,4,73,Low Value
18074,1900.77222,12,15,Medium Value
18075,3028.7781400000003,19,122,High Value
18077,5187.88748,32,541,High Value
18085,2201.7702400000003,15,94,Medium Value
18092,1681.9281400000002,12,35,Medium Value
18095,1323.2208,12,93,Medium Value
18097,1583.9670400000002,11,23,Medium Value
18102,1851.30168,14,40,Medium Value
18106,3012.9235200000003,19,160,Medium Value
18109,3472.9104,33,114,High Value
18113,105.98622,1,13,Low Value
18116,11154.8861,77,374,High Value
18118,20484.43895,120,1230,High Value
18119,1532.92008,12,151,Medium Value
18125,10186.751,45,165,High Value
18136,1764.9990800000003,10,31,Medium Value
18141,34.67872,1,2,Low Value
18144,614.58136,5,17,Low Value
18145,3842.98088,24,259,High Value
18156,3476.0994400000004,34,151,High Value
18161,855.4872600000001,8,19,Low Value
18168,4067.09018,29,123,High Value
18171,1245.92272,9,16,Medium Value
18176,2315.44974,13,232,Medium Value
18178,2745.38233,15,43,Medium Value
18179,1680.34272,13,63,Medium Value
18190,432.63374000000005,6,15,Low Value
18193,15.420799999999998,1,3,Low Value
18198,2185.06155,15,54,Medium Value
18202,3801.3725999999997,17,457,High Value
18212,2650.53587,21,327,Medium Value
18219,1115.90348,12,97,Medium Value
18223,3876.31864,32,149,High Value
18225,123.51650000000001,2,38,Low Value
18226,1257.95496,11,55,Medium Value
18229,2419.70238,13,40,Medium Value
18230,143.01774,2,2,Low Value
18233,82.615,1,50,Low Value
18239,6383.2334,27,140,High Value
18245,7450.130140000001,30,86,High Value
18250,2150.33316,6,117,Medium Value
18256,77.51823999999999,2,4,Low Value
18259,816.4098,3,46,Low Value
18260,2647.24033,19,141,Medium Value
18269,155.66092,2,10,Low Value
18277,301.02000000000004,1,2,Low Value
18283,6970.805270000001,53,155,High Value
